date,Gottardo traffico mensile 2020-2024,station_id
2020-01-15,11800.0,Airolo
2020-02-15,11900.0,Airolo
2020-03-15,6000.0,Airolo
2020-04-15,3600.0,Airolo
2020-05-15,7100.0,Airolo
2020-06-15,15050.0,Airolo
2020-07-15,23000.0,Airolo
2020-08-15,24000.0,Airolo
2020-09-15,21000.0,Airolo
2020-10-15,17400.0,Airolo
2020-11-15,9900.0,Airolo
2020-12-15,8800.0,Airolo
2021-01-15,9750.0,Airolo
2021-02-15,10700.0,Airolo
2021-03-15,11800.0,Airolo
2021-04-15,15000.0,Airolo
2021-05-15,17700.0,Airolo
2021-06-15,18500.0,Airolo
2021-07-15,25000.0,Airolo
2021-08-15,27000.0,Airolo
2021-09-15,21000.0,Airolo
2021-10-15,21000.0,Airolo
2021-11-15,13900.0,Airolo
2021-12-15,13200.0,Airolo
2022-01-15,11800.0,Airolo
2022-02-15,13500.0,Airolo
2022-03-15,14100.0,Airolo
2022-04-15,21000.0,Airolo
2022-05-15,19000.0,Airolo
2022-06-15,21000.0,Airolo
2022-07-15,21000.0,Airolo
2022-08-15,27000.0,Airolo
2022-09-15,22000.0,Airolo
2022-10-15,19700.0,Airolo
2022-11-15,14100.0,Airolo
2022-12-15,13500.0,Airolo
2023-01-15,12900.0,Airolo
2023-02-15,13800.0,Airolo
2023-03-15,13000.0,Airolo
2023-04-15,22000.0,Airolo
2023-05-15,19900.0,Airolo
2023-06-15,21000.0,Airolo
2023-07-15,27000.0,Airolo
2023-08-15,27000.0,Airolo
2023-09-15,18000.0,Airolo
2023-10-15,18400.0,Airolo
2023-11-15,14400.0,Airolo
2023-12-15,15300.0,Airolo
2024-01-15,13200.0,Airolo
2024-02-15,13800.0,Airolo
2024-03-15,16300.0,Airolo
2024-04-15,21000.0,Airolo
2024-05-15,23000.0,Airolo
2024-06-15,22000.0,Airolo
2024-07-15,19000.0,Airolo
2024-08-15,28000.0,Airolo
2024-09-15,23000.0,Airolo
2024-10-15,19800.0,Airolo
2024-11-15,14400.0,Airolo
2024-12-15,14500.0,Airolo
